Event	ID	Name			Wwise Object Path	Notes
	784302017	Play_damage			\Default Work Unit\Play_damage	
	1519321238	Play_attack			\Default Work Unit\Play_attack	
	1821282047	Play_random_foley			\Default Work Unit\Play_random_foley	
	2291232698	Play_Staff_Hit			\Default Work Unit\Play_Staff_Hit	
	2538959999	Play_FTS			\Default Work Unit\Play_FTS	
	3689126666	Play_jump			\Default Work Unit\Play_jump	
	3707491759	Play_Staff_Swing			\Default Work Unit\Play_Staff_Swing	
	3948925255	Play_Splash			\Default Work Unit\Play_Splash	
	4285282925	Play_land			\Default Work Unit\Play_land	

Switch Group	ID	Name			Wwise Object Path	Notes
	354267144	Terrain			\Default Work Unit\Terrain	

Switch	ID	Name	Switch Group			Notes
	2058049674	Wood	Terrain			
	2185786256	Gravel	Terrain			
	2195636714	Dirt	Terrain			
	2473969246	Metal	Terrain			
	2654748154	Water	Terrain			
	4248645337	Grass	Terrain			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	196438386	KS_Basic Cloth_Leather_1-015	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E5\{E56CF3FD-2BD7-8028-8EB8-3B999FB71CFA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-015		153696
	201699349	KS_Basic Cloth_Leather_1-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\3F\{3FBD9A0F-A8BA-2133-0A8C-2C30C980061C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-002		222708
	214715317	KS_Basic Cloth_Bag_1-019	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\51\{516E0426-03D5-46AC-5859-1DACE876CDE2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-019		315488
	232704760	KS_Battle Efforts 2_1-006	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\81\{81D45B48-AA3C-B56F-BB42-F34AA2EAE802}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-006		52840
	234214613	KS_Basic Cloth_Keys_1-004	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\79\{79BEBD2E-F90E-CE71-888F-4661BA1AE39E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-004		170080
	243262389	KS_Basic Cloth_Jacket_1-009	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\45\{45FF6067-6354-50E3-BBEE-073527DFF5D8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-009		239712
	245800867	Footstep_Walking_Hardmetal_02	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\09\{09551186-5F03-97C2-9956-996EDD7B280E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Metal\Footstep_Walking_Hardmetal_02		24180
	264881058	KS_Basic Cloth_Bag_1-016	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\9D\{9D39A350-00D5-48AD-C426-4E95AA345091}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-016		141408
	272643246	KS_Basic Cloth_Bag_1-007	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\56\{56E934C0-741A-E04E-D973-AE8006AFD45E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-007		239712
	279177834	FS_Dirt_03	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\77\{7705EF54-DC90-3654-A458-07821385283A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Dirt\FS_Dirt_03		43464
	281730439	KS_Basic Cloth_Leather_1-012	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\34\{34F54EF4-E537-699F-B7C5-CDDF755F2307}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-012		147552
	284061830	KS_Battle Efforts 2_1-015	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\B6\{B6BC6165-F62C-C6C8-C965-9D92ECA6C987}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-015		65640
	301835362	KS_Basic Cloth_Leather_1-017	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\CF\{CF43DD08-5151-379C-91AB-FE7587EA81E0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-017		147552
	307669544	KS_Basic Cloth_Keys_1-011	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\6F\{6F928EEB-6B29-4072-A4EF-DD03A14BC29C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-011		159840
	329408857	KS_Battle Efforts 2_1-016	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\61\{61DCD1DD-3105-BB04-AD35-ACB922B1168D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-016		261588
	330817010	Footstep_Walking_Hardmetal_05	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E5\{E540F3A0-3D20-BA92-70F6-A4A77053D5EA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Metal\Footstep_Walking_Hardmetal_05		33796
	359078019	Staff_Swish-003	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\1E\{1E2DFD03-E9E6-143D-3223-D873B422A57F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Swing\Staff_Swish-003		146184
	359659765	KS_Battle Efforts 2_1-009	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\4E\{4EFC805E-7982-71D9-CFA3-2A67FEDF6E1E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-009		58564
	373709856	KS_Basic Cloth_Bag_1-015	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\32\{323D77E3-92CC-3AB7-0DA9-7E8BA92DFBAE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-015		153696
	375148927	KS_Basic Cloth_Jacket_1-014	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\E6\{E6948F96-7FF2-70EE-E324-A4BFA3D5A970}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-014		161888
	381970630	KS_Basic Cloth_Jacket_1-010	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\6D\{6D313421-A3AB-34BF-902E-49A5EB04D71F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-010		237664
	394259026	KS_Basic Cloth_Leather_1-010	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\FE\{FE7CF3C2-B7C0-EC47-9B04-6A33ACD91292}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-010		237664
	408805263	KS_Battle Efforts 2_1-010	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\43\{43192A91-1F1C-B36B-C2ED-A138DA7753E3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\damage\KS_Battle Efforts 2_1-010		54240
	468084830	AK_FS_Run_Gravel_02	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\86\{8674BD6B-F7AD-6384-72C4-73062F193BCB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Gravel\AK_FS_Run_Gravel_02		25666
	477916432	KS_Basic Cloth_Jacket_1-003	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\42\{422CEE8C-4873-AB4E-ED71-A95D64BA982C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-003		163936
	479217444	KS_Battle Efforts 2_1-017	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\1F\{1F104A86-43BA-073D-E39D-31C4E366C162}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-017		152148
	497866627	KS_Basic Cloth_Bag_1-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\54\{54A900EE-F4F1-D9AE-8B58-025BE388BBA3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-002		222708
	515823437	KS_Basic Cloth_Keys_1-003	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\AA\{AA58A1A6-34AB-34F4-214D-5CDCDEA823AF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-003		163936
	521673537	KS_Battle Efforts 2_1-012	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\BE\{BE593121-6E31-2127-67CA-35966584FDA3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\damage\KS_Battle Efforts 2_1-012		68488
	530161228	KS_Basic Cloth_Jacket_1-012	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\7D\{7DEDEBE6-A7F4-3BB7-387E-8B5061B56921}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-012		147552
	535597896	KS_Battle Efforts 2_1-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\63\{639983A4-8415-864D-EA05-98AAA577BDE7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-002		107328
	562654317	Staff_Swish-001	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\22\{22750088-B750-C146-D6A4-79D17EF6E6F2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Staff\Staff_Swing\Staff_Swish-001		274756
	569190423	KS_Battle Efforts 2_1-022	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\3D\{3D0DC8B3-B9E6-31A6-BBA7-9622938354A3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-022		51676
	569755870	KS_Basic Cloth_Keys_1-009	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\1E\{1E914F0D-9194-02FD-9B8F-584F625B6540}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-009		239712
	581879529	FS_Gravel_01_Heel	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\70\{70CC5F58-936E-1722-F44F-67D28AE996FF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Water\water_ft\FS_Gravel_01_Heel		30010
	584338362	AK_FS_Run_Gravel_03	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\3D\{3D5093FB-D022-59E2-2622-E423E4B87BA0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Gravel\AK_FS_Run_Gravel_03		24538
	603430138	KS_Basic Cloth_Keys_1-016	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\D4\{D4C2CC1E-5CE2-6FC5-2608-70057D9D56CA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-016		141408
	605383944	KS_Basic Cloth_Bag_1-021	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\1E\{1E479403-1A35-D4AA-657A-25C8467FD41B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-021		208992
	605607553	KS_Basic Cloth_Keys_1-013	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A0\{A06C70E3-5B9C-4EE1-5974-202DDB09C829}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-013		182368
	609623936	KS_Basic Cloth_Jacket_1-002	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\69\{6901B76B-4C26-DC3A-1BEF-B5D3DCEEE19E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-002		222708
	624406868	KS_Basic Cloth_Bag_1-014	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\50\{50C131AD-36B6-B515-3BCD-3C11A86A1CD9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-014		161888
	633213478	KS_Basic Cloth_Jacket_1-013	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\0D\{0D64EC59-CB43-FFCE-4E7D-FE72784D1F04}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-013		182368
	635930393	KS_Basic Cloth_Bag_1-013	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\45\{45932BD5-CBE7-11B0-48C1-0BAB531CEA6B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-013		182368
	668818645	KS_Basic Cloth_Leather_1-011	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\B5\{B5633F79-EAD8-67F8-E54D-BB545F67EAD3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-011		159840
	681884221	KS_Basic Cloth_Jacket_1-016	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\54\{54AB43DF-6E7D-DB78-9381-99BD0A13C106}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\cloth\KS_Basic Cloth_Jacket_1-016		141408
	682450958	KS_Basic Cloth_Leather_1-014	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\92\{9237B895-4543-FF65-F474-99811CF180DC}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\leather\KS_Basic Cloth_Leather_1-014		161888
	694166947	KS_Battle Efforts 2_1-013	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\98\{98499F2A-F7CD-B15C-C335-595F9C4C34BD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\damage\KS_Battle Efforts 2_1-013		57088
	697885335	KS_Basic Cloth_Bag_1-008	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\A8\{A836CE71-D142-40E0-E670-205D25765313}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-008		249952
	699802170	KS_Basic Cloth_Bag_1-010	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\9C\{9C14E105-FE3D-CE53-B665-63EF378C2344}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-010		237664
	705312967	KS_Basic Cloth_Bag_1-003	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\78\{78B654C2-0AD3-BFE7-D70D-58360415A074}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\bag\KS_Basic Cloth_Bag_1-003		163936
	705865461	KS_Basic Cloth_Keys_1-018	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\74\{74289A1C-9F29-02B0-7D62-4AD8154CDC18}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foley\random foley\blend\jangle\KS_Basic Cloth_Keys_1-018		157792
	725570658	KS_Battle Efforts 2_1-007	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\C1\{C1020489-E856-1A25-896A-6A7DA7984B17}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Efforts\attack\KS_Battle Efforts 2_1-007		52840
	725573373	FS_Dirt_01	Y:\Projects\GitHub\Ubisoft\Ubisoft_WwiseProject\.cache\87\{87FF5C08-EEC4-F517-435C-9AA11156D5EA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\FTS\Dirt\dirst and water\FS_Dirt_01		35744
